Date,Symbol,Price,Available Supply,Unlocked Supply,Community & Other
Aug 28 2023,SHIB,$0.0 5 8040,0,1000000000000000.00,1000000000000000.00
Aug 26 2023,SHIB,$0.0 5 8120,0,1000000000000000.00,1000000000000000.00
Aug 25 2023,SHIB,$0.0 5 8150,0,1000000000000000.00,1000000000000000.00
Aug 23 2023,SHIB,$0.0 5 7910,0,1000000000000000.00,1000000000000000.00
Aug 21 2023,SHIB,$0.0 5 8350,0,1000000000000000.00,1000000000000000.00
Aug 19 2023,SHIB,$0.0 5 8590,0,1000000000000000.00,1000000000000000.00
Aug 18 2023,SHIB,$0.0 5 8050,0,1000000000000000.00,1000000000000000.00
Aug 16 2023,SHIB,$0.0 5 9960,0,1000000000000000.00,1000000000000000.00
Aug 14 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Aug 13 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Aug 11 2023,SHIB,$0.0 5 9940,0,1000000000000000.00,1000000000000000.00
Aug 09 2023,SHIB,$0.0 5 9430,0,1000000000000000.00,1000000000000000.00
Aug 08 2023,SHIB,$0.0 5 8970,0,1000000000000000.00,1000000000000000.00
Aug 06 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Aug 04 2023,SHIB,$0.0 5 8270,0,1000000000000000.00,1000000000000000.00
Aug 03 2023,SHIB,$0.0 5 8180,0,1000000000000000.00,1000000000000000.00
Aug 01 2023,SHIB,$0.0 5 8470,0,1000000000000000.00,1000000000000000.00
Jul 30 2023,SHIB,$0.0 5 8590,0,1000000000000000.00,1000000000000000.00
Jul 28 2023,SHIB,$0.0 5 7790,0,1000000000000000.00,1000000000000000.00
Jul 27 2023,SHIB,$0.0 5 7840,0,1000000000000000.00,1000000000000000.00
Jul 25 2023,SHIB,$0.0 5 7650,0,1000000000000000.00,1000000000000000.00
Jul 23 2023,SHIB,$0.0 5 7810,0,1000000000000000.00,1000000000000000.00
Jul 22 2023,SHIB,$0.0 5 7840,0,1000000000000000.00,1000000000000000.00
Jul 20 2023,SHIB,$0.0 5 7730,0,1000000000000000.00,1000000000000000.00
Jul 18 2023,SHIB,$0.0 5 7830,0,1000000000000000.00,1000000000000000.00
Jul 17 2023,SHIB,$0.0 5 7930,0,1000000000000000.00,1000000000000000.00
Jul 15 2023,SHIB,$0.0 5 7960,0,1000000000000000.00,1000000000000000.00
Jul 13 2023,SHIB,$0.0 5 7500,0,1000000000000000.00,1000000000000000.00
Jul 11 2023,SHIB,$0.0 5 7520,0,1000000000000000.00,1000000000000000.00
Jul 10 2023,SHIB,$0.0 5 7710,0,1000000000000000.00,1000000000000000.00
Jul 08 2023,SHIB,$0.0 5 7310,0,1000000000000000.00,1000000000000000.00
Jul 06 2023,SHIB,$0.0 5 7450,0,1000000000000000.00,1000000000000000.00
Jul 05 2023,SHIB,$0.0 5 7720,0,1000000000000000.00,1000000000000000.00
Jul 03 2023,SHIB,$0.0 5 7670,0,1000000000000000.00,1000000000000000.00
Jul 01 2023,SHIB,$0.0 5 7580,0,1000000000000000.00,1000000000000000.00
Jun 30 2023,SHIB,$0.0 5 7330,0,1000000000000000.00,1000000000000000.00
Jun 28 2023,SHIB,$0.0 5 7550,0,1000000000000000.00,1000000000000000.00
Jun 26 2023,SHIB,$0.0 5 7890,0,1000000000000000.00,1000000000000000.00
Jun 25 2023,SHIB,$0.0 5 7830,0,1000000000000000.00,1000000000000000.00
Jun 23 2023,SHIB,$0.0 5 7880,0,1000000000000000.00,1000000000000000.00
Jun 21 2023,SHIB,$0.0 5 7250,0,1000000000000000.00,1000000000000000.00
Jun 19 2023,SHIB,$0.0 5 7170,0,1000000000000000.00,1000000000000000.00
Jun 18 2023,SHIB,$0.0 5 6970,0,1000000000000000.00,1000000000000000.00
Jun 16 2023,SHIB,$0.0 5 6760,0,1000000000000000.00,1000000000000000.00
Jun 14 2023,SHIB,$0.0 5 6770,0,1000000000000000.00,1000000000000000.00
Jun 13 2023,SHIB,$0.0 5 6690,0,1000000000000000.00,1000000000000000.00
Jun 11 2023,SHIB,$0.0 5 6990,0,1000000000000000.00,1000000000000000.00
Jun 09 2023,SHIB,$0.0 5 7950,0,1000000000000000.00,1000000000000000.00
Jun 08 2023,SHIB,$0.0 5 7870,0,1000000000000000.00,1000000000000000.00
Jun 06 2023,SHIB,$0.0 5 7990,0,1000000000000000.00,1000000000000000.00
Jun 04 2023,SHIB,$0.0 5 8590,0,1000000000000000.00,1000000000000000.00
Jun 02 2023,SHIB,$0.0 5 8490,0,1000000000000000.00,1000000000000000.00
Jun 01 2023,SHIB,$0.0 5 8510,0,1000000000000000.00,1000000000000000.00
May 30 2023,SHIB,$0.0 5 8730,0,1000000000000000.00,1000000000000000.00
May 28 2023,SHIB,$0.0 5 8650,0,1000000000000000.00,1000000000000000.00
May 27 2023,SHIB,$0.0 5 8590,0,1000000000000000.00,1000000000000000.00
May 25 2023,SHIB,$0.0 5 8540,0,1000000000000000.00,1000000000000000.00
May 23 2023,SHIB,$0.0 5 8810,0,1000000000000000.00,1000000000000000.00
May 22 2023,SHIB,$0.0 5 8580,0,1000000000000000.00,1000000000000000.00
May 20 2023,SHIB,$0.0 5 8720,0,1000000000000000.00,1000000000000000.00
May 18 2023,SHIB,$0.0 5 8810,0,1000000000000000.00,1000000000000000.00
May 16 2023,SHIB,$0.0 5 8870,0,1000000000000000.00,1000000000000000.00
May 15 2023,SHIB,$0.0 5 8840,0,1000000000000000.00,1000000000000000.00
May 13 2023,SHIB,$0.0 5 8890,0,1000000000000000.00,1000000000000000.00
May 11 2023,SHIB,$0.0 5 9070,0,1000000000000000.00,1000000000000000.00
May 10 2023,SHIB,$0.0 5 9010,0,1000000000000000.00,1000000000000000.00
May 08 2023,SHIB,$0.0 5 9440,0,1000000000000000.00,1000000000000000.00
May 06 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
May 05 2023,SHIB,$0.0 5 9930,0,1000000000000000.00,1000000000000000.00
May 03 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
May 01 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 30 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 28 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 26 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 24 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 23 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 21 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 19 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 18 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 16 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 14 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 13 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 11 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 09 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 07 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 06 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 04 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 02 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Apr 01 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 30 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 28 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 27 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 25 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 23 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 22 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 20 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 18 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 16 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 15 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 13 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 11 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 10 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 08 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 06 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 05 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 03 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Mar 01 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 27 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 26 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 24 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 22 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 21 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 19 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 17 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 16 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 14 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 12 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 10 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 09 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 07 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 05 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 04 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Feb 02 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 31 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 30 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 28 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 26 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 25 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 23 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 21 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 19 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 18 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 16 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 14 2023,SHIB,$0.00,0,1000000000000000.00,1000000000000000.00
Jan 13 2023,SHIB,$0.0 5 9510,0,1000000000000000.00,1000000000000000.00
Jan 11 2023,SHIB,$0.0 5 9220,0,1000000000000000.00,1000000000000000.00
Jan 09 2023,SHIB,$0.0 5 8590,0,1000000000000000.00,1000000000000000.00
Jan 08 2023,SHIB,$0.0 5 8430,0,1000000000000000.00,1000000000000000.00
Jan 06 2023,SHIB,$0.0 5 8520,0,1000000000000000.00,1000000000000000.00
Jan 04 2023,SHIB,$0.0 5 8120,0,1000000000000000.00,1000000000000000.00
Jan 02 2023,SHIB,$0.0 5 8130,0,1000000000000000.00,1000000000000000.00
Jan 01 2023,SHIB,$0.0 5 8100,0,1000000000000000.00,1000000000000000.00
Dec 30 2022,SHIB,$0.0 5 8200,0,1000000000000000.00,1000000000000000.00
Dec 28 2022,SHIB,$0.0 5 8180,0,1000000000000000.00,1000000000000000.00
Dec 27 2022,SHIB,$0.0 5 8280,0,1000000000000000.00,1000000000000000.00
Dec 25 2022,SHIB,$0.0 5 8320,0,1000000000000000.00,1000000000000000.00
Dec 23 2022,SHIB,$0.0 5 8320,0,1000000000000000.00,1000000000000000.00
Dec 22 2022,SHIB,$0.0 5 8240,0,1000000000000000.00,1000000000000000.00
